AudioFile,Time,Speaker,Content,Processed,Phonemes
audio_01973,673.8,PAC249,"Roger, Polar 249",Roger Polar Two Four Niner,R AA JH ER P OW L ER T UW F AO R N AY N ER
audio_01975,682.1,DEP,"Giant 654 Heavy, Seoul Departure, radar contact climb to FL260",Giant Six Five Four Heavy Seoul Departure radar contact climb to Flight Level Two Six Zero,JH AY AH N T S IH K S F AY V F AO R HH EH V IY S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW F L AY T L EH V AH L T UW S IH K S Z IH R OW
audio_01977,689.1,AAR242,"Departure, Asiana 242, request high speed climb below 10000' due to performance",Departure Asiana Two Four Two request high speed climb below One Zero Thousand due to performance,D IH P AA R CH ER AA S IY AA N AH T UW F AO R T UW R IH K W EH S T HH AY S P IY D K L AY M B IH L OW W AH N Z IH R OW TH AW Z AH N D D UW T UW P ER F AO R M AH N S
audio_01978,695.1,DEP,"Asiana 242, high speed approved",Asiana Two Four Two high speed approved,AA S IY AA N AH T UW F AO R T UW HH AY S P IY D AH P R UW V D
audio_01980,706.1,CSN682,"Incheon Departure, good afternoon, China Southern 682 passing 1000' 4 Hundred",Incheon Departure good afternoon China Southern Six Eight Two passing One Thousand Four Hundred,IH N CH AH N D IH P AA R CH ER G UH D AE F T ER N UW N CH AY N AH S AH DH ER N S IH K S EY T T UW P AE S IH NG W AH N TH AW Z AH N D F AO R HH AH N D R AH D
audio_01981,713.1,DEP,"China Southern 682 Heavy, Seoul Departure, radar contact, climb to 3000'",China Southern Six Eight Two Heavy Seoul Departure radar contact climb to Three Thousand,CH AY N AH S AH DH ER N S IH K S EY T T UW HH EH V IY S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW TH R IY TH AW Z AH N D
audio_01982,718.1,CSN682,"Climb to 3000', China Southern 682 Heavy",Climb to Three Thousand China Southern Six Eight Two Heavy,K L AY M T UW TH R IY TH AW Z AH N D CH AY N AH S AH DH ER N S IH K S EY T T UW HH EH V IY
audio_01983,722.1,DEP,"China Eastern 7042, contact Incheon Control 126.17",China Eastern Seven Zero Four Two contact Incheon Control One Two Six Decimal One Seven,CH AY N AH IY S T ER N S EH V AH N Z IH R OW F AO R T UW K AA N T AE K T IH N CH AH N K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N
audio_01984,728.1,CES7042,"126.17, China Eastern 7042, good day",One Two Six Decimal One Seven China Eastern Seven Zero Four Two good day,W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N CH AY N AH IY S T ER N S EH V AH N Z IH R OW F AO R T UW G UH D D EY
audio_01985,739.1,APP,"Fedex 5132, contact Incheon Tower 118.2",Fedex Five One Three Two contact Incheon Tower One One Eight Decimal Two,F EH D EH K S F AY V W AH N TH R IY T UW K AA N T AE K T IH N CH AH N T AW ER W AH N W AH N EY T D EH S AH M AH L T UW
audio_01986,743.1,FDX5132,"1 Eighteen 2, good day, Fedex 51",One Eighteen Two good day Fedex Five One,W AH N EY T IY N T UW G UH D D EY F EH D EH K S F AY V W AH N
audio_01987,749.1,JJA282,"Departure, Jeju Air 282, passing 1000' for 6000', OSPOT 1T",Departure Jeju Air Two Eight Two passing One Thousand for Six Thousand $OSPOT$ One Tango,D IH P AA R CH ER JH EY JH UW EH R T UW EY T T UW P AE S IH NG W AH N TH AW Z AH N D F AO R S IH K S TH AW Z AH N D AO S P AA T W AH N T AE NG G OW
audio_01988,756.1,DEP,"Jeju Air 282, Seoul Departure, radar contact, climb to 10000' cancel level restriction",Jeju Air Two Eight Two Seoul Departure radar contact climb to One Zero Thousand cancel level restriction,JH EY JH UW EH R T UW EY T T UW S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW W AH N Z IH R OW TH AW Z AH N D K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_01990,767.5,DEP,"China Southern 682, climb to 5000'",China Southern Six Eight Two climb to Five Thousand,CH AY N AH S AH DH ER N S IH K S EY T T UW K L AY M T UW F AY V TH AW Z AH N D
audio_01992,779.0,DEP,"Giant 654, direct Y D 130",Giant Six Five Four direct Yankee Delta One Three Zero,JH AY AH N T S IH K S F AY V F AO R D ER EH K T Y AE NG K IY D EH L T AH W AH N TH R IY Z IH R OW
audio_01993,784.0,GTI654,"Say again, Giant 654",Say again Giant Six Five Four,S EY AH G EH N JH AY AH N T S IH K S F AY V F AO R
audio_01994,786.0,DEP,"Giant 654, direct Y D 130",Giant Six Five Four direct Yankee Delta One Three Zero,JH AY AH N T S IH K S F AY V F AO R D ER EH K T Y AE NG K IY D EH L T AH W AH N TH R IY Z IH R OW
audio_01995,790.0,GTI654,Direct Y D ,Direct Yankee Delta,D ER EH K T Y AE NG K IY D EH L T AH
audio_01996,795.2,DEP,"China Southern 682, climb to FL240",China Southern Six Eight Two climb to Flight Level Two Four Zero,CH AY N AH S AH DH ER N S IH K S EY T T UW K L AY M T UW F L AY T L EH V AH L T UW F AO R Z IH R OW
audio_01997,798.9,CSN682,"Climb to FL240, China Southern 682",Climb to Flight Level Two Four Zero China Southern Six Eight Two,K L AY M T UW F L AY T L EH V AH L T UW F AO R Z IH R OW CH AY N AH S AH DH ER N S IH K S EY T T UW
audio_01998,802.9,DEP,"Jeju Air 282, climb to FL230, cancel level restriction",Jeju Air Two Eight Two climb to Flight Level Two Three Zero cancel level restriction,JH EY JH UW EH R T UW EY T T UW K L AY M T UW F L AY T L EH V AH L T UW TH R IY Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_01999,806.9,JJA282,"FL230, cancel level restriction",Flight Level Two Three Zero cancel level restriction,F L AY T L EH V AH L T UW TH R IY Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_02000,812.9,DEP,"Uzbek 3698, contact Daegu Control 132.8",Uzbek Three Six Niner Eight contact Daegu Control One Three Two Decimal Eight,UW Z B EH K TH R IY S IH K S N AY N ER EY T K AA N T AE K T D EY G UW K AH N T R OW L W AH N TH R IY T UW D EH S AH M AH L EY T
audio_02001,817.9,UZB3698,"132.8, Uzbek 3698, good day",One Three Two Decimal Eight Uzbek Three Six Niner Eight good day,W AH N TH R IY T UW D EH S AH M AH L EY T UW Z B EH K TH R IY S IH K S N AY N ER EY T G UH D D EY
audio_02002,823.7,APP,"Polar 249, report established",Polar Two Four Niner report established,P OW L ER T UW F AO R N AY N ER R IY P AO R T IH S T AE B L IH SH T
audio_02003,827.6,PAC249,"Established, Polar 249",Established Polar Two Four Niner,IH S T AE B L IH SH T P OW L ER T UW F AO R N AY N ER
audio_02004,829.6,APP,"Polar 249, contact Incheon Tower 118.2",Polar Two Four Niner contact Incheon Tower One One Eight Decimal Two,P OW L ER T UW F AO R N AY N ER K AA N T AE K T IH N CH AH N T AW ER W AH N W AH N EY T D EH S AH M AH L T UW
audio_02005,833.6,PAC249,"Contact Incheon Tower 118.2, Polar 249",Contact Incheon Tower One One Eight Decimal Two Polar Two Four Niner,K AA N T AE K T IH N CH AH N T AW ER W AH N W AH N EY T D EH S AH M AH L T UW P OW L ER T UW F AO R N AY N ER
audio_02006,839.2,DEP,"Asiana 242, contact Daegu Control 134.17",Asiana Two Four Two contact Daegu Control One Three Four Decimal One Seven,AA S IY AA N AH T UW F AO R T UW K AA N T AE K T D EY G UW K AH N T R OW L W AH N TH R IY F AO R D EH S AH M AH L W AH N S EH V AH N
audio_02007,845.2,AAR242,"134.17, Asiana 242, good day",One Three Four Decimal One Seven Asiana Two Four Two good day,W AH N TH R IY F AO R D EH S AH M AH L W AH N S EH V AH N AA S IY AA N AH T UW F AO R T UW G UH D D EY
audio_02008,849.2,DEP,Good day,Good day,G UH D D EY
audio_02009,852.5,DEP,"China Southern 682 Heavy, contact Daegu Control 132.8",China Southern Six Eight Two Heavy contact Daegu Control One Three Two Decimal Eight,CH AY N AH S AH DH ER N S IH K S EY T T UW HH EH V IY K AA N T AE K T D EY G UW K AH N T R OW L W AH N TH R IY T UW D EH S AH M AH L EY T
audio_02010,858.1,CSN682,"132.8, good day, China Southern 682",One Three Two Decimal Eight good day China Southern Six Eight Two,W AH N TH R IY T UW D EH S AH M AH L EY T G UH D D EY CH AY N AH S AH DH ER N S IH K S EY T T UW
audio_02011,862.1,DEP,"Giant 654 Heavy, contact Incheon Control 126.17",Giant Six Five Four Heavy contact Incheon Control One Two Six Decimal One Seven,JH AY AH N T S IH K S F AY V F AO R HH EH V IY K AA N T AE K T IH N CH AH N K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N
audio_02012,868.1,GTI654,"126.17, ",One Two Six Decimal One Seven,W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N
audio_02013,873.7,KAL551,"Departure, Korean Air 551, EGOBA 1E, passing 1000' 1 Hundred for FL230",Departure Korean Air Five Five One $EGOBA$ One Echo passing One Thousand One Hundred for Flight Level Two Three Zero,D IH P AA R CH ER K AO R IY AH N EH R F AY V F AY V W AH N IH G OW B AH W AH N EH K OW P AE S IH NG W AH N TH AW Z AH N D W AH N HH AH N D R AH D F AO R F L AY T L EH V AH L T UW TH R IY Z IH R OW
audio_02014,881.0,DEP,"Korean Air 551, Departure, radar contact, climb via a Seed FL230",Korean Air Five Five One Departure radar contact climb via a Seed Flight Level Two Three Zero,K AO R IY AH N EH R F AY V F AY V W AH N D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M V AY AH AH S IY D F L AY T L EH V AH L T UW TH R IY Z IH R OW
audio_02015,885.0,KAL551,"Climb via Seed, climb to FL230, Korean Air 551",Climb via Seed climb to Flight Level Two Three Zero Korean Air Five Five One,K L AY M V AY AH S IY D K L AY M T UW F L AY T L EH V AH L T UW TH R IY Z IH R OW K AO R IY AH N EH R F AY V F AY V W AH N
audio_02016,891.0,JJA119,"Departure, Jeju Air 119, good afternoon, out of 1000' for 6000' BULTI 1T",Departure Jeju Air One One Niner good afternoon out of One Thousand for Six Thousand $BULTI$ One Tango,D IH P AA R CH ER JH EY JH UW EH R W AH N W AH N N AY N ER G UH D AE F T ER N UW N AW T AH V W AH N TH AW Z AH N D F AO R S IH K S TH AW Z AH N D B AH L T IY W AH N T AE NG G OW
audio_02017,897.0,DEP,"Good afternoon, Jeju Air 119, Departure, radar contact, climb to FL260, cancel level restriction",Good afternoon Jeju Air One One Niner Departure radar contact climb to Flight Level Two Six Zero cancel level restriction,G UH D AE F T ER N UW N JH EY JH UW EH R W AH N W AH N N AY N ER D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW F L AY T L EH V AH L T UW S IH K S Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_02018,903.0,JJA119,"FL260, cancel level restriction, Jeju Air 119",Flight Level Two Six Zero cancel level restriction Jeju Air One One Niner,F L AY T L EH V AH L T UW S IH K S Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N JH EY JH UW EH R W AH N W AH N N AY N ER
audio_02019,909.3,APP,"Etihad 876, expect ILS RWY33R, direct PAMBI, descend to 3000 6 Hundred",Etihad Eight Seven Six expect I L S Runway Three Three Right direct $PAMBI$ descend to Three Zero Zero Zero Six Hundred,EH T IH HH AE D EY T S EH V AH N S IH K S IH K S P EH K T AY EH L EH S R AH N W EY TH R IY TH R IY R AY T D ER EH K T P AE M B IY D IH S EH N D T UW TH R IY Z IH R OW Z IH R OW Z IH R OW S IH K S HH AH N D R AH D
audio_02021,934.3,APP,"Etihad 876, affirm",Etihad Eight Seven Six affirm,EH T IH HH AE D EY T S EH V AH N S IH K S AH F ER M
audio_02023,938.7,DEP,"Korean Air 551, cancel level restriction, climb to FL230",Korean Air Five Five One cancel level restriction climb to Flight Level Two Three Zero,K AO R IY AH N EH R F AY V F AY V W AH N K AE N S AH L L EH V AH L R IY S T R IH K SH AH N K L AY M T UW F L AY T L EH V AH L T UW TH R IY Z IH R OW
audio_02025,951.9,HGG1604,"Seoul Approach, Hi Air 1604",Seoul Approach Hi Air One Six Zero Four,S OW L AH P R OW CH HH AY EH R W AH N S IH K S Z IH R OW F AO R
audio_02026,955.9,APP,"Hi Air 1604, Seoul Approach, maintain 7000'",Hi Air One Six Zero Four Seoul Approach maintain Seven Thousand,HH AY EH R W AH N S IH K S Z IH R OW F AO R S OW L AH P R OW CH M EY N T EY N S EH V AH N TH AW Z AH N D
audio_02027,960.9,HGG1604,Maintain 7000',Maintain Seven Thousand,M EY N T EY N S EH V AH N TH AW Z AH N D
audio_02028,963.9,APP,"Hi Air 1604, direct PUDUB",Hi Air One Six Zero Four direct $PUDUB$,HH AY EH R W AH N S IH K S Z IH R OW F AO R D ER EH K T P AH D UW B
audio_02029,966.9,HGG1604,"Direct PUDUB, Hi Air 16",Direct $PUDUB$ Hi Air One Six,D ER EH K T P AH D UW B HH AY EH R W AH N S IH K S
audio_02030,971.6,APP,"Hi Air 1604, say maximum forward speed",Hi Air One Six Zero Four say maximum forward speed,HH AY EH R W AH N S IH K S Z IH R OW F AO R S EY M AE K S AH M AH M F AO R W ER D S P IY D
audio_02031,975.1,HGG1604,"Roger, maintain 230kts",Roger maintain Two Three Zero Knots,R AA JH ER M EY N T EY N T UW TH R IY Z IH R OW N AA T S
audio_02032,977.1,APP,"Hi Air 1604, maintain speed 230",Hi Air One Six Zero Four maintain speed Two Three Zero,HH AY EH R W AH N S IH K S Z IH R OW F AO R M EY N T EY N S P IY D T UW TH R IY Z IH R OW
audio_02033,1.9,APP,"Coast Guard B 703, direct PUDUB",Coast Guard Bravo Seven Zero Three direct $PUDUB$,K OW S T G AA R D B R AA V OW S EH V AH N Z IH R OW TH R IY D ER EH K T P AH D UW B
audio_02034,5.0,B 703,"Direct PUDUB, Korea Coast Guard B 703",Direct $PUDUB$ Korea Coast Guard Bravo Seven Zero Three,D ER EH K T P AH D UW B K AO R IY AH K OW S T G AA R D B R AA V OW S EH V AH N Z IH R OW TH R IY
audio_02035,9.3,APP,"Korean Air 250, contact Tower 118.2",Korean Air Two Five Zero contact Tower One One Eight Decimal Two,K AO R IY AH N EH R T UW F AY V Z IH R OW K AA N T AE K T T AW ER W AH N W AH N EY T D EH S AH M AH L T UW
audio_02036,13.3,KAL250,"Contact Tower 118.2, Korean Air 250, good day",Contact Tower One One Eight Decimal Two Korean Air Two Five Zero good day,K AA N T AE K T T AW ER W AH N W AH N EY T D EH S AH M AH L T UW K AO R IY AH N EH R T UW F AY V Z IH R OW G UH D D EY
audio_02037,17.7,APP,Good day,Good day,G UH D D EY
audio_02038,19.6,KAL1112,"Approach, Korean Air 1112, established",Approach Korean Air One One One Two established,AH P R OW CH K AO R IY AH N EH R W AH N W AH N W AH N T UW IH S T AE B L IH SH T
audio_02039,22.8,APP,"Korean Air 1112, contact Tower, 118.1",Korean Air One One One Two contact Tower One One Eight Decimal One,K AO R IY AH N EH R W AH N W AH N W AH N T UW K AA N T AE K T T AW ER W AH N W AH N EY T D EH S AH M AH L W AH N
audio_02040,26.1,KAL1112,"contact Tower 118.1, Korean Air 1112, good day",contact Tower One One Eight Decimal One Korean Air One One One Two good day,K AA N T AE K T T AW ER W AH N W AH N EY T D EH S AH M AH L W AH N K AO R IY AH N EH R W AH N W AH N W AH N T UW G UH D D EY
audio_02041,29.3,APP,Good day,Good day,G UH D D EY
audio_02042,30.7,APP,"Coast Guard B 703, descend to 5000' 5 Hundred, cleared ILS RWY32R Approach",Coast Guard Bravo Seven Zero Three descend to Five Thousand Five Hundred cleared I L S Runway Three Two Right Approach,K OW S T G AA R D B R AA V OW S EH V AH N Z IH R OW TH R IY D IH S EH N D T UW F AY V TH AW Z AH N D F AY V HH AH N D R AH D K L IH R D AY EH L EH S R AH N W EY TH R IY T UW R AY T AH P R OW CH
audio_02043,37.0,B 703,"Descend to 5000' 5 Hundred, cleared ILS RWY32R Approach, Korea Coast Guard B 703",Descend to Five Thousand Five Hundred cleared I L S Runway Three Two Right Approach Korea Coast Guard Bravo Seven Zero Three,D IH S EH N D T UW F AY V TH AW Z AH N D F AY V HH AH N D R AH D K L IH R D AY EH L EH S R AH N W EY TH R IY T UW R AY T AH P R OW CH K AO R IY AH K OW S T G AA R D B R AA V OW S EH V AH N Z IH R OW TH R IY
audio_02044,45.1,DEP.,Negative maintain 5000' 5 Hundred Feet,Negative maintain Five Thousand Five Hundred Feet,N EH G AH T IH V M EY N T EY N F AY V TH AW Z AH N D F AY V HH AH N D R AH D F IY T
audio_02045,48.2,UPS81,"5500', U P S 81",Five Five Zero Zero Uniform Papa Sierra Eight One,F AY V F AY V Z IH R OW Z IH R OW Y UW N AH F AO R M P AA P AH S IY EH R AH EY T W AH N
audio_02046,52.9,APP,Gimpo altimeter 2969,Gimpo altimeter Two Niner Six Niner,G IH M P OW AE L T IH M AH T ER T UW N AY N ER S IH K S N AY N ER
audio_02047,56.0,B 703,"2969, Korea Coast Guard B 703",Two Niner Six Niner Korea Coast Guard Bravo Seven Zero Three,T UW N AY N ER S IH K S N AY N ER K AO R IY AH K OW S T G AA R D B R AA V OW S EH V AH N Z IH R OW TH R IY
audio_02048,60.0,APP,"Polar 217, turn right heading 300, cleared ILS RWY33R Approach",Polar Two One Seven turn right heading Three Zero Zero cleared I L S Runway Three Three Right Approach,P OW L ER T UW W AH N S EH V AH N T ER N R AY T HH EH D IH NG TH R IY Z IH R OW Z IH R OW K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T AH P R OW CH
audio_02049,65.7,PAC217,"Right turn heading 300, cleared ILS 33R, Polar 217",Right turn heading Three Zero Zero cleared I L S Three Three Right Polar Two One Seven,R AY T T ER N HH EH D IH NG TH R IY Z IH R OW Z IH R OW K L IH R D AY EH L EH S TH R IY TH R IY R AY T P OW L ER T UW W AH N S EH V AH N
audio_02050,72.2,JNA312,"Seoul Approach, Jin Air 312",Seoul Approach Jin Air Three One Two,S OW L AH P R OW CH JH IH N EH R TH R IY W AH N T UW
audio_02051,74.5,APP,"Jin Air 312, Seoul Approach, OLMEN then BUMSI, maintain FL160",Jin Air Three One Two Seoul Approach $OLMEN$ then $BUMSI$ maintain Flight Level One Six Zero,JH IH N EH R TH R IY W AH N T UW S OW L AH P R OW CH OW L M EH N DH EH N B AH M S IY M EY N T EY N F L AY T L EH V AH L W AH N S IH K S Z IH R OW
audio_02052,80.2,JNA312,"OLMEN then BUMSI, FL160, Jin Air 312",$OLMEN$ then $BUMSI$ Flight Level One Six Zero Jin Air Three One Two,OW L M EH N DH EH N B AH M S IY F L AY T L EH V AH L W AH N S IH K S Z IH R OW JH IH N EH R TH R IY W AH N T UW
audio_02053,85.5,APP,"Korean Air 1238, speed 170 until 7 DME",Korean Air One Two Three Eight speed One Seven Zero until Seven D M E,K AO R IY AH N EH R W AH N T UW TH R IY EY T S P IY D W AH N S EH V AH N Z IH R OW AH N T IH L S EH V AH N D IY EH M IY
audio_02054,89.5,KAL1238,"Speed 170 until 7 DME, Korean Air 1238",Speed One Seven Zero until Seven D M E Korean Air One Two Three Eight,S P IY D W AH N S EH V AH N Z IH R OW AH N T IH L S EH V AH N D IY EH M IY K AO R IY AH N EH R W AH N T UW TH R IY EY T
audio_02055,94.0,TWB723,"Seoul, Departure, good afternoon, Tee way 723, passing 4000', climbing 6000', BULTI 1T Departure",Seoul Departure good afternoon Tee way Seven Two Three passing Four Thousand climbing Six Thousand $BULTI$ One Tango Departure,S OW L D IH P AA R CH ER G UH D AE F T ER N UW N T IY W EY S EH V AH N T UW TH R IY P AE S IH NG F AO R TH AW Z AH N D K L AY M IH NG S IH K S TH AW Z AH N D B AH L T IY W AH N T AE NG G OW D IH P AA R CH ER
audio_02056,103.6,DEP,"Tee way 723, Departure radar contact, maintain 5000' due to traffic	",Tee way Seven Two Three Departure radar contact maintain Five Thousand due to traffic,T IY W EY S EH V AH N T UW TH R IY D IH P AA R CH ER R EY D AA R K AA N T AE K T M EY N T EY N F AY V TH AW Z AH N D D UW T UW T R AE F IH K
audio_02057,103.95,TWB723,"Maintain 5000', Tee way 723",Maintain Five Thousand Tee way Seven Two Three,M EY N T EY N F AY V TH AW Z AH N D T IY W EY S EH V AH N T UW TH R IY
audio_02058,105.9,DEP,"U P S 81, climb to FL230, cancel level restriction",Uniform Papa Sierra Eight One climb to Flight Level Two Three Zero cancel level restriction,Y UW N AH F AO R M P AA P AH S IY EH R AH EY T W AH N K L AY M T UW F L AY T L EH V AH L T UW TH R IY Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_02059,110.5,UPS81,"U P S , climb to FL230, request high speed",Uniform Papa Sierra climb to Flight Level Two Three Zero request high speed,Y UW N AH F AO R M P AA P AH S IY EH R AH K L AY M T UW F L AY T L EH V AH L T UW TH R IY Z IH R OW R IH K W EH S T HH AY S P IY D
